at_id,resultado,test,duracion_segundos,detalle
AT-05-01-07,no_automatizado,,,"El ""Cuando"" es el reproceso (redelivery/reintento) del evento interno de fill entre matching y settlement: el contrato de la épica 09 no expone ninguna operación para reinyectar un fill ya liquidado, y sin ese trigger el test sería vacuo (pasaría también en una implementación sin idempotencia). Se evalúa white-box en H8 (manejo del tradeId como clave de idempotencia, HU-05-01 RN-10)."
AT-05-01-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-01-09,no_automatizado,,,"Requiere un evento de fill que pida consumir más q_wei que el bloqueado del vendedor: un estado interno inconsistente inalcanzable a través del contrato (el bloqueo previo de la épica 04 y las validaciones de fondos lo impiden por construcción; la HU misma lo describe como ""no debería ocurrir""). Se evalúa white-box en H8 (verificación de la precondición RN-9 antes de aplicar asientos)."
AT-05-01-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-01-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-02-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-02-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-02-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-02-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-02-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-02-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-02-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-03-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-03-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-03-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-03-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-03-05,no_automatizado,,,"Mismo trigger interno que AT-05-01-07: el reproceso del evento de fill no puede provocarse black-box, y la mera unicidad de tradeId en operación normal (sin redelivery) ya queda verificada por los tests de AT-05-03-01/02/03. La no duplicación del registro ante redelivery se evalúa white-box en H8 junto con la idempotencia del settlement."
AT-05-03-06,no_automatizado,,,"Depende de la misma inyección de falla interna que AT-05-01-06 (settlement revertido a mitad de la transacción): sin fault injection no existe ningún settlement revertido que inspeccionar desde el contrato. La propiedad ""no hay trade sin settlement"" se evalúa white-box en H8 junto con AT-05-01-06 (trade y asientos en la misma transacción, HU-05-03 RN-1 / INV-4)."
AT-05-03-07,no_automatizado,,,"El escenario conjuga dos afirmaciones y la segunda no tiene superficie: la reconciliación Σ feeBaseWei == acreditado histórico a la cuenta EX en ETH y Σ feeQuoteMin == acreditado a EX en USDC (RN-8, INV-1). EX es una cuenta técnica del exchange y ningún endpoint de la épica 09 expone su saldo ni sus movimientos: black-box sólo se ven las fees de la pata propia de cada trade (GET /trades), nunca el lado acreditado. Como un AT se reporta entero, no se automatiza la mitad verificable (persistencia de los N trades tras reinicio, que sí sería observable) y se evalúa el escenario completo white-box en H8: los trades persistidos con tradeId/sequence/montos idénticos más la suma de fees contra los asientos hacia EX (RN-9, INV-8)."
AT-05-03-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-05-04-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-06-01-01,no_automatizado,,,"La generación del seed HD (mnemonic de 24 palabras, checksum BIP-39, seed PBKDF2 de 64 bytes, cifrado en reposo) es interna: la API de la épica 09 no expone el mnemonic ni el seed por ningún endpoint (custodia, HU-06-01 RN-5). Se evalúa por inspección de código/white-box en H8 (rúbrica on-chain)."
AT-06-01-02,no_automatizado,,,"Known-answer test de la derivación BIP-39 (mnemonic canónico + passphrase ""TREZOR"" ⇒ seed hexadecimal exacta): requiere invocar la función interna de derivación con inputs elegidos; el contrato HTTP/WS no expone esa operación. Se evalúa white-box (tests propios del SUT o inspección) en H8."
AT-06-01-03,no_automatizado,,,"Determinismo de la derivación de seed: exige derivar dos veces la seed binaria desde un (mnemonic, passphrase) elegido y compararlas byte a byte (RN-7). La seed nunca sale del sistema (RN-5) y la función de derivación no es invocable por REST/WS. Se evalúa white-box (known-answer tests propios del SUT o inspección) en H8."
AT-06-01-04,no_automatizado,,,"Exige generar dos mnemonics independientes y compararlos, pero el SUT provisiona un único seed por despliegue (RN-4) y no expone mnemonic ni seed (RN-5): no hay superficie black-box para obtener dos generaciones ni sus valores. Se evalúa en H8 ejecutando dos provisioning en entornos limpios e inspeccionando white-box que difieren."
AT-06-01-05,no_automatizado,,,"Rechazo de mnemonic con checksum BIP-39 inválido: el provisioning es un proceso interno de arranque, no un endpoint (la spec fija abort con exit code != 0 y code VALIDATION_ERROR en stderr). Exige inyectar el mnemonic por la configuración del despliegue (mecanismo que la spec no fija y el entorno de evaluación no provee) y observar exit code/stderr del proceso. Se evalúa en H8 con un procedimiento de arranque orquestado (white-box operativo)."
AT-06-01-06,falla,tests/test_ep06_wallet_direcciones.py::test_endpoints_autenticados_no_exponen_mnemonic_seed_ni_clave_privada,0.105,
AT-06-01-07,pasa,tests/test_ep06_wallet_direcciones.py::test_direcciones_asignadas_son_identicas_tras_un_reinicio,3.174,
AT-06-01-08,pasa,tests/test_ep06_wallet_direcciones.py::test_direcciones_asignadas_son_identicas_tras_un_reinicio,3.174,
AT-06-01-09,no_automatizado,,,"Rechazo de mnemonic de 12 palabras (longitud != 24, RN-2a): igual que AT-06-01-05, requiere inyectar un mnemonic elegido en la configuración del despliegue y observar el abort del proceso de arranque (exit code/stderr), sin superficie REST/WS. Se evalúa en H8 con arranque orquestado white-box."
AT-06-01-10,no_automatizado,,,"Rechazo de mnemonic con palabra fuera del wordlist BIP-39 (RN-2b): igual que AT-06-01-05/09, exige inyección del mnemonic por configuración del despliegue y observación del abort del proceso de arranque. Se evalúa en H8 con arranque orquestado white-box."
AT-06-01-11,no_automatizado,,,Fallo de descifrado del seed al arrancar: exige corromper el almacenamiento cifrado o remover/alterar la credencial AES-256-GCM del entorno (estado interno del SUT) y observar el abort con exit code != 0 e INTERNAL_ERROR en stderr. Sin superficie black-box para provocarlo ni observarlo. Se evalúa en H8 manipulando el despliegue (white-box operativo).
AT-06-01-12,no_automatizado,,,"Atomicidad ante crash durante la escritura del seed: exige inyectar una falla de proceso/filesystem en un punto interno del SUT, sin superficie black-box para provocarla ni observarla determinísticamente. Se evalúa por inspección de código (escritura atómica) en H8."
AT-06-01-13,no_automatizado,,,"Smoke test de integridad al arrancar: el propio escenario prescribe que ""por inyección del test harness"" el seed cargado no derive la dirección persistida (simular corrupción), lo que requiere manipular estado interno y observar el abort del arranque. Se evalúa white-box en H8 (inyección + verificación del error crítico antes de procesar operaciones)."
AT-06-02-01,no_automatizado,,,"Known-answer test de derivación con MNEMONIC_HARDHAT e índice 0: exige invocar la derivación con un mnemonic elegido. El seed del SUT lo genera o importa el propio SUT y el entorno de evaluación no se lo fija (entorno/README.md, contrato de arranque), y la función de derivación no es invocable por REST/WS. Se evalúa white-box (tests del SUT o derivación de referencia con el mnemonic de la corrida) en H8."
AT-06-02-02,no_automatizado,,,"Known-answer test de los índices 1..3 con MNEMONIC_HARDHAT: mismo motivo que AT-06-02-01 (mnemonic elegido + función interna sin superficie REST/WS). La parte ""cada índice distinto produce una dirección distinta"" sí es observable y está cubierta como unicidad entre cuentas (tests de AT-06-03-01/03-05). Se evalúa white-box en H8."
AT-06-02-03,pasa,tests/test_ep06_wallet_direcciones.py::test_toda_direccion_emitida_cumple_checksum_eip55,0.294,
AT-06-02-04,no_automatizado,,,"Componentes hardened del path (indices 2147483692/2147483708/2147483648): la construcción de los índices de derivación es interna y el contrato público no expone el path (derivationPath es opcional en HU-06-04 RN-6, no exigible a toda implementación). Se evalúa por inspección de código en H8; la corrección de la cadena completa se cubre con los KAT white-box (AT-06-02-01/02) y con AT-06-03-07."
AT-06-02-05,no_automatizado,,,"El escenario exige derivar dos veces ""un mismo seed y un mismo address_index"" elegidos: el contrato de la épica 09 no permite ni lo uno ni lo otro (GET /deposit-address devuelve la dirección del índice que el SUT ya asignó a la cuenta autenticada, sin parámetro de índice ni de seed). Y aun observando la misma dirección dos veces, la igualdad no distingue una derivación reproducible de una lectura del mapeo persistido o de una caché: la pureza de la función —lo que el AT afirma— es inobservable desde afuera. La consecuencia observable (la dirección de una cuenta nunca cambia entre consultas, ni siquiera tras un reinicio) está cubierta por AT-06-03-02, AT-06-04-08 y AT-06-02-06. Se evalúa white-box en H8 con el KAT de derivación (misma familia que AT-06-02-01) más la inspección de que el camino no depende de RNG, reloj ni estado mutable."
AT-06-02-06,pasa,tests/test_ep06_wallet_direcciones.py::test_direcciones_asignadas_son_identicas_tras_un_reinicio,3.174,
AT-06-02-07,falla,tests/test_ep06_wallet_direcciones.py::test_respuestas_con_direcciones_no_exponen_clave_privada,0.101,
AT-06-02-08,no_automatizado,,,Índice con clave BIP-32 inválida (I_L >= n o k_hijo == 0): el escenario prescribe inyectar un mock/stub de HMAC-SHA512 en el SUT porque la condición (~2^-127) no se activa de forma natural. Es instrumentación white-box por definición; sin superficie black-box para provocarla. Se evalúa por inspección/tests del SUT en H8.
AT-06-02-09,no_automatizado,,,"address_index fuera del rango no-hardened (>= 2^31): ninguna superficie pública acepta un address_index (GET /deposit-address solo recibe asset; la asignación es interna), y llevar al asignador a 2^31 requeriría 2^31 altas de cuenta (inalcanzable). El VALIDATION_ERROR de RN-9 no es provocable black-box. Se evalúa white-box (tests del SUT sobre su función de derivación/asignación) en H8."
AT-06-03-01,pasa,tests/test_ep06_wallet_direcciones.py::test_cuenta_nueva_recibe_direccion_eip55_exclusiva,0.196,
AT-06-03-02,pasa,tests/test_ep06_wallet_direcciones.py::test_reobtener_la_direccion_no_asigna_una_nueva,0.101,
AT-06-03-03,no_automatizado,,,"Exige estado limpio (sin asignaciones previas) y observar address_index = 0 y 1: el índice no se expone por el contrato público (derivationPath opcional, HU-06-04 RN-6) y la suite no puede garantizar estado limpio ni orden de ejecución (cualquier test previo crea cuentas con asignación eager). La proyección observable (direcciones distintas entre cuentas) está cubierta por los tests de AT-06-03-01 y AT-06-03-05; la contigüidad desde 0 se evalúa sobre el estado persistido (INV-EPICA-06-A) en H8."
AT-06-03-04,pasa,tests/test_ep06_wallet_direcciones.py::test_una_sola_direccion_para_eth_y_usdc,0.104,
AT-06-03-05,pasa,tests/test_ep06_wallet_direcciones.py::test_asignaciones_concurrentes_no_colisionan,1.300,
AT-06-03-06,pasa,tests/test_ep06_wallet_direcciones.py::test_direcciones_asignadas_son_identicas_tras_un_reinicio,3.174,
AT-06-03-07,no_automatizado,,,"Propiedad de coherencia índice -> dirección contra una derivación BIP-44 de referencia ""sobre ese mismo mnemonic"": requiere conocer el mnemonic de 24 palabras del SUT, que es secreto por diseño (HU-06-01 RN-5) y no lo fija ni provee el entorno de evaluación (entorno/README.md). Se evalúa en H8: el evaluador obtiene white-box el mnemonic de la corrida (custodia controlada) y ejecuta la derivación de referencia externa comparando con las direcciones asignadas."
AT-06-03-08,no_automatizado,,,"ACCOUNT_NOT_FOUND por cuenta inexistente: la asignación es una operación interna sin endpoint propio (HU-06-03, ""Naturaleza de la operación"") y el endpoint público no acepta selector de cuenta (la identidad se toma exclusivamente del token, HU-06-04 RN-2); un token que no corresponde a una cuenta válida falla antes con UNAUTHENTICATED (precedencia HU-06-04 RN-9) y la baja de cuentas está fuera de alcance. No hay forma black-box de referenciar una cuenta inexistente ante el asignador. Se evalúa white-box (tests del SUT sobre su asignador) en H8."
AT-06-03-09,no_automatizado,,,"Asignación eager al alta: distinguir eager (al crear la cuenta) de lazy (primera consulta) exige leer el estado persistido o el evento interno antes de toda consulta, pero cualquier observación black-box pasa por GET /deposit-address, que dispararía el fallback idempotente (HU-06-04 RN-5) y vuelve indistinguibles ambos disparos. El registro persistido (accountId, addressIndex, derivationPath, network, chainId) tampoco es observable por el contrato público. Se evalúa sobre el estado persistido / evento de dominio (white-box) en H8."
AT-06-03-10,no_automatizado,,,"Evento DepositAddressAssigned y consulta interna: el evento es de dominio interno y GET /internal/deposit-addresses es explícitamente no público (RN-11), fuera del contrato de la épica 09 al que la suite está restringida. Su efecto (toda dirección monitoreada desde la asignación) se observa solo indirectamente vía la acreditación de depósitos, cubierta por los ATs de la épica 07. Se evalúa white-box/integración en H8."
AT-06-04-01,pasa,tests/test_ep06_wallet_direcciones.py::test_consulta_eth_devuelve_contrato_completo,0.100,
AT-06-04-02,pasa,tests/test_ep06_wallet_direcciones.py::test_consulta_usdc_devuelve_la_misma_direccion_y_token_address,0.102,
AT-06-04-03,pasa,tests/test_ep06_wallet_direcciones.py::test_consulta_sin_credencial_es_unauthenticated,0.007,
AT-06-04-04,pasa,tests/test_ep06_wallet_direcciones.py::test_selector_de_cuenta_inyectado_se_ignora,0.198,
AT-06-04-05,pasa,tests/test_ep06_wallet_direcciones.py::test_activo_no_soportado_es_validation_error,0.102,
AT-06-04-06,pasa,tests/test_ep06_wallet_direcciones.py::test_chain_id_distinto_de_sepolia_es_chain_id_mismatch,0.095,
AT-06-04-07,pasa,tests/test_ep06_wallet_direcciones.py::test_primera_consulta_devuelve_200_y_direccion_estable,0.103,
AT-06-04-08,pasa,tests/test_ep06_wallet_direcciones.py::test_consultas_repetidas_devuelven_siempre_la_misma_direccion,0.106,
AT-06-04-09,pasa,tests/test_ep06_wallet_direcciones.py::test_primeras_consultas_concurrentes_devuelven_una_sola_direccion,0.098,
AT-07-01-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-01-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-01-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-01-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-01-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-01-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-01-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-01-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-01-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-02-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-03,no_automatizado,,,"El escenario exige ""forzar/solicitar la acreditación o uso"" de un depósito con confirmaciones < 12 y observar DEPOSIT_NOT_CONFIRMED (409) con details = { txHash, confirmations, required }. Esa solicitud explícita no tiene superficie black-box: la épica 09 (HU-09-01, mapa de endpoints) solo expone lectura de depósitos, y ""usar"" fondos aún no acreditados por otras vías (orden o retiro) produce INSUFFICIENT_FUNDS de la épica 02/04/08, no este código. La faceta observable (antes de 12 confirmaciones no se acredita ni se mueven balances) está automatizada en AT-07-03-02. El código y sus details (enteros JSON) se evalúan white-box/inspección en H8."
AT-07-03-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-03-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-04-01,no_automatizado,,,"El ""Cuando"" —que el indexador reobserve el bloque de inclusión DESPUÉS de la acreditación— no tiene disparador black-box. Las dos únicas vías serían (a) una reorg de profundidad >= 13 (acreditar implica >= 12 confirmaciones), excluida por el supuesto explícito de HU-07-04 §Contexto, o (b) una solicitud explícita de acreditación, que la épica 09 no define como endpoint; por eso tampoco es observable la segunda mitad del ""Entonces"" (DEPOSIT_ALREADY_CREDITED 409 con details {txHash, logIndex}). El reinicio del SUT no sirve de disparador: la reanudación arranca en max(BLOQUE_INICIO_CONFIGURADO, checkpoint + 1) (RN-8, AT-07-04-11), o sea justamente sin volver a leer el bloque ya procesado. La idempotencia pre-acreditación (misma identidad observada N veces => una sola acreditación) sí está automatizada en AT-07-01-07, AT-07-02-08, AT-07-04-05 y AT-07-04-08; la persistencia del registro de identidades, en AT-07-04-07. Se evalúa white-box en H8 inspeccionando el mecanismo de exclusión mutua exigido por RN-2 (UNIQUE sobre (asset, txHash, logIndex) con INSERT ... ON CONFLICT DO NOTHING, o check+insert en transacción serializable) y la construcción de la respuesta idempotente."
AT-07-04-02,no_automatizado,,,"El escenario prescribe un harness de concurrencia determinístico interno: dos workers que comparten el store del SUT, sincronizados con una barrera, invocando la operación de acreditación de la misma identidad. Black-box no existe esa operación (la superficie de depósitos es de solo lectura) ni forma de forzar dos acreditaciones internas simultáneas de la misma identidad, ni de observar cuál worker obtuvo DEPOSIT_ALREADY_CREDITED. Se evalúa white-box en H8: inspección del mecanismo de exclusión mutua en persistencia exigido por RN-2 (UNIQUE sobre (asset, txHash, logIndex) con INSERT ... ON CONFLICT, o transacción serializable) y tests de concurrencia propios del SUT."
AT-07-04-03,no_automatizado,,,"Variante ETH nativo (identidad (txHash, 0)) del reproceso de un depósito ya acreditado: mismas razones que AT-07-04-01 — reobservar el bloque tras la acreditación exigiría una reorg de profundidad >= 13, excluida por el supuesto de HU-07-04 §Contexto, y no hay endpoint de acreditación explícita; el reinicio no lo dispara, porque el escaneo reanuda después del checkpoint. Que la identidad ETH usa logIndex = 0 y que múltiples observaciones pre-acreditación no duplican está automatizado en AT-07-01-07 y AT-07-04-08 (ambos con identidad (txHash, 0)). Se evalúa white-box en H8 junto con AT-07-04-01: que la clave de idempotencia del camino ETH nativo sea (asset, txHash, 0) y esté bajo la misma exclusión mutua de RN-2."
AT-07-04-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-04-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-04-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-04-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-04-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-04-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-04-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-07-04-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-03a,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-03b,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-12,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-12b,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-13,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-14,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-01-15,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-02-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-02-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-02-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-02-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-02-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-02-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-02-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-02-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-03-09a,no_automatizado,,,"El ""Cuando"" (""se intenta firmarlo/broadcastearlo de nuevo como si fuera PENDING"") es una operación interna del servicio de firma: el contrato de la épica 09 no expone ningún endpoint que dispare la firma/broadcast de un retiro existente, por lo que el CONFLICT (409) por transición inválida (HU-08-03 RN-1) no tiene superficie black-box que lo provoque. El único reenvío posible por API (POST /withdrawals con la misma clave de idempotencia, HU-08-01 RN-10) NO debe intentar firmar: devuelve el retiro existente, y eso se verifica en AT-08-01-12 (con nonce/txHash estables). Se evalúa white-box (guardas de la máquina de estados) en H8."
AT-08-03-09b,no_automatizado,,,"Igual que AT-08-03-09a con el retiro en estado terminal CONFIRMED: no existe superficie REST/WS que dispare una re-firma de un retiro existente, por lo que el CONFLICT (409) de transición inválida es inobservable black-box. El efecto adyacente observable (el reenvío idempotente sobre un retiro terminal no genera nueva transacción ni re-bloquea) está cubierto por AT-08-01-12/-12b. Se evalúa white-box en H8."
AT-08-03-09c,no_automatizado,,,"Igual que AT-08-03-09a con el retiro en estado terminal FAILED: la operación ""volver a firmar"" no es invocable por el contrato de la épica 09 (el reenvío idempotente devuelve el mismo retiro FAILED sin re-firmar, verificado en AT-08-01-12b). Se evalúa white-box en H8."
AT-08-04-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-08b,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-09b,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-04-12,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-04b,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-08-05-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-12,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-13,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-14,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-15,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-16,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-17,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-18,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-19,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-20,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-21,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-01-22,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-02-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-01,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-02,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-03,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-04,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-05,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-06,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-07,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-08,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-09,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-10,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-11,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-12,sin_test,,,AT backend sin test ni declaración de no automatizable
AT-09-03-13,sin_test,,,AT backend sin test ni declaración de no automatizable
